mnemonic,item_code,item_name,confidentiality,item_type,description
FCEX,C934,ULTIMATE-RISK BASIS: FOREIGN-OFFICE CLAIMS ON LOCAL RESIDENTS - OTHER,Y,F,For definition see item no. C932. NOTE: Reported on Schedule 1 for the FFIEC 009 report.
FCEX,C935,ULTIMATE-RISK BASIS: CLAIMS ON LOCAL RESIDENTS: CLAIMS IN NON-LOCAL CURRENCY,Y,F,Report all claims reported in Columns 18 through 20 that are claims in currencies other than the official currency (see Section LL.F of the instructions) of the country in which the foreign office is located. (All claims reported in Columns 18through 20 should be foreign office claims on local residents.) NOTE: Reported on Schedule 1 for the FFIEC 009 report.
FCEX,C936,ULTIMATE-RISK BASIS: CROSS-BORDER AND FOREIGN-OFFICE COMMITMENTS AND GUARANTEES - UNUSED COMMITMENTS,Y,F,Report on an 'ultimate risk' bais (i.e.; after risk transfers due to head ofices of bank branches or credit protection provided by third parties); the unused portions of all outstanding cross-border and local office commitments to provide credit. Include the unused portion of all outstanding letters of credit and amounts outstanding of purchases of risk participations. Commitments are legally binding agreements for which the reporter has charged a commitment fee or other consideration. Exclude '
FCEX,C937,ULTIMATE-RISK BASIS: CROSS-BORDER AND FOREIGN-OFFICE COMMITMENTS AND GUARANTEES - GUARANTEES AND CREDIT DERIVATIVES,Y,F,Report by country row of the underlying ultimate obligor; all legally binding guarantees and insurance contracts (see Section II.D.1 and II.D2 of the instructions) issued by he reporter's U.S. or foreign offices for which he ultimate obligor is not a U.S. resident. Because this report is on a consolidated bsis; do not include guarantees which provide protection only between consolidated units of the reporter. Include the fullamount of outstanding and unused financial and performance standby lett
FCEX,C938,FOREIGN-OFFICE LIABILITIES IN NON-LOCAL CURENCY,Y,F,Report in this column; the liabilities of the reporter's foreign offices by country of each foreign office that represent liabilities of the foreign offices for which no payment is guaranteed at locations outside the country of the office. For example; deposits of a foreign branch are assumed to be the liabilities of the foreign branch; unless they are explicitly redeemable outside the coutnry in which the branch is located. Exclude the negative fair value of derivative contracts; which may be r
FCEX,C939,FOREIGN-OFFICE LIABILITIES IN LOCAL CURRENCY,Y,F,Reort in this column; the liabilities of the reporter's foreign offices by country of each foreign office that represent liabilities of the foreign offices for which no payment is guaranteed at locations outside the country of the office. For example; deposits of a foreign branch are assumed to be the liabilities of the foreign branch; unless they are explicitly redeemable outside the country in which the branch is located. Exclude the negative fair value of derivative contracts; which may be re
FCEX,C940,TOTAL LIABILITIES BOOKED AT FOREIGN OFFICES,Y,F,Report by country of the creditor; all liabilities that are booked at any of the reporter's foreign offices; regardless of the currency and regardless of whether payment is guaranteed at locations outside the country of the office. Liabilities in this column; should be reported against the country where the counterparter is located (i.e.; on an immediate counterparty basis) and not the location of the parent of the creditor. Exclude the negative fair value of derivatives contracts; which may be 
FCEX,C941,AMOUNTS REPORTED IN ULTIMATE RISK BASIS FOR CROSS BORDER CLAIMS AND CLAIMS ON LOCAL RESIDENTS; AND CROSS BORDER AND FOREIGN OFFICE COMMITMENTS AND GUARANTEES THAT ARE TRADE FINANCE,Y,F,Report in this column total extensions of credit with maturities one year and under that are included in Columns 15 through 20 and 22 through 23 and that: (1) are directly related to imports or exports and (2) will be liquidated through the proceeds of international trade. Provided these two conditions are met; such credit extensions may include customers' liability on acceptances outstanding; own acceptances discounted; acceptances of other banks purchased; pre-export financing where there is a
FCEX,FT23,CERTIFICATION DAY,Y,F,
FCEX,FT24,CERTIFICATION MONTH,Y,F,
FCEX,FT25,CERTIFICATION YEAR,Y,F,
FCEX,H321,AUTHORIZED SIGNATURE,Y,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 Authorized signature of the person filling out the report form. The Authorized Signature field is a technical processing item - no data item will stored in FDR. FBOQ Notes: Signature of Officer This is the signature field. It will not be collected or stored in FDR. FHMB No
FCEX,M851,IMMEDIATE COUNTERPARTY BASIS: CROSS-BORDER CLAIMS: NBFIS,Y,F,In Columns 1 through 5 report all cross-border claims; as defined in Section II.E.1; denominated in any currency.
FCEX,M852,IMMEDIATE COUNTERPARTY BASIS: CROSS-BORDER CLAIMS: CORPORATE,Y,F,In Columns 1 through 5 report all cross-border claims; as defined in Section II.E.1; denominated in any currency.
FCEX,M853,IMMEDIATE COUNTERPARTY BASIS: CROSS-BORDER CLAIMS: HOUSEHOLDS,Y,F,In Columns 1 through 5 report all cross-border claims; as defined in Section II.E.1; denominated in any currency.
FCEX,M854,IMMEDIATE COUNTERPARTY BASIS: CLAIMS ON LOCAL RESIDENTS IN NON-LOCAL CURRENCY: NBFIS,Y,F,In Columns 6 through 10 report all claims on local residents in currencies other than the official currency of the country in which the local office exists; as defined in Sections II.E.2 and II.E.3.
FCEX,M855,IMMEDIATE COUNTERPARTY BASIS: CLAIMS ON LOCAL RESIDENTS IN NON-LOCAL CURRENCY: CORPORATE,Y,F,In Columns 6 through 10 report all claims on local residents in currencies other than the official currency of the country in which the local office exists; as defined in Sections II.E.2 and II.E.3.
FCEX,M856,IMMEDIATE COUNTERPARTY BASIS: CLAIMS ON LOCAL RESIDENTS IN NON-LOCAL CURRENCY: HOUSEHOLDS,Y,F,In Columns 6 through 10 report all claims on local residents in currencies other than the official currency of the country in which the local office exists; as defined in Sections II.E.2 and II.E.3.
FCEX,M857,REDISTRIBUTION OF CLAIMS TO ADJUST FOR ULTIMATE RISK: OUTWARD RISK TRANSFERS OF CLAIMS ON FOREIGN OR U.S. RESIDENTS: CLAIMS ON NBFIS,Y,F,Redistribute all claims subject to a required risk transfer (see Sections II.F and II.H) from the sector and country of the immediate counterparty and to the sector and country of the ultimate obligor. Show the required risk transfers between different countries or between different sectors in the same country. Exclude risk transfers within the same country and sector. The sum of the outward required risk transfers (in Columns 13 through 17) on a grand-total basis should equal the sum of the inw
FCEX,M858,REDISTRIBUTION OF CLAIMS TO ADJUST FOR ULTIMATE RISK: OUTWARD RISK TRANSFERS OF CLAIMS REPORTED ON FOREIGN OR U.S. RESIDENTS: CLAIMS ON CORPORATE,Y,F,Redistribute all claims subject to a required risk transfer (see Sections II.F and II.H) from the sector and country of the immediate counterparty and to the sector and country of the ultimate obligor. Show the required risk transfers between different countries or between different sectors in the same country. Exclude risk transfers within the same country and sector. The sum of the outward required risk transfers (in Columns 13 through 17) on a grand-total basis should equal the sum of the inw
FCEX,M859,REDISTRIBUTION OF CLAIMS TO ADJUST FOR ULTIMATE RISK: OUTWARD RISK TRANSFERS OF CLAIMS ON FOREIGN OR U.S. RESIDENTS: CLAIMS ON HOUSEHOLD,Y,F,Redistribute all claims subject to a required risk transfer (see Sections II.F and II.H) from the sector and country of the immediate counterparty and to the sector and country of the ultimate obligor. Show the required risk transfers between different countries or between different sectors in the same country. Exclude risk transfers within the same country and sector. The sum of the outward required risk transfers (in Columns 13 through 17) on a grand-total basis should equal the sum of the inw
FCEX,M860,REDISTRIBUTION OF CLAIMS TO ADJUST FOR ULTIMATE RISK: INWARD RISK TRANSFERS OF CLAIMS REPORTED ON FOREIGN OR U.S. RESIDENTS: CLAIMS ON NBFIS,Y,F,Redistribute all claims subject to a required risk transfer (see Sections II.F and II.H) from the sector and country of the immediate counterparty and to the sector and country of the ultimate obligor. Show the required risk transfers between different countries or between different sectors in the same country. Exclude risk transfers within the same country and sector. The sum of the outward required risk transfers (in Columns 13 through 17) on a grand-total basis should equal the sum of the inw
FCEX,M861,REDISTRIBUTION OF CLAIMS TO ADJUST FOR ULTIMATE RISK: INWARD RISK TRANSFERS OF CLAIMS REPORTED ON FOREIGN OR U.S. RESIDENTS: CLAIMS ON CORPORATE,Y,F,Redistribute all claims subject to a required risk transfer (see Sections II.F and II.H) from the sector and country of the immediate counterparty and to the sector and country of the ultimate obligor. Show the required risk transfers between different countries or between different sectors in the same country. Exclude risk transfers within the same country and sector. The sum of the outward required risk transfers (in Columns 13 through 17) on a grand-total basis should equal the sum of the inw
FCEX,M862,REDISTRIBUTION OF CLAIMS TO ADJUST FOR ULTIMATE RISK: INWARD RISK TRANSFERS OF CLAIMS REPORTED ON FOREIGN OR U.S. RESIDENTS: CLAIMS ON HOUSEHOLDS,Y,F,Redistribute all claims subject to a required risk transfer (see Sections II.F and II.H) from the sector and country of the immediate counterparty and to the sector and country of the ultimate obligor. Show the required risk transfers between different countries or between different sectors in the same country. Exclude risk transfers within the same country and sector. The sum of the outward required risk transfers (in Columns 13 through 17) on a grand-total basis should equal the sum of the inw
FCEX,M863,UTLIMATE RISK BASIS: CROSS-BORDER CLAIMS: NBFIS,Y,F,1. Cross-border Claims In Columns 1 through 5; report all claims that; on an ultimate-risk basis; are cross-border claimsù i.e.; claims for which the ultimate obligor; after required risk transfers; is a resident of a country other than the country of the office that holds the claim. The claims should be allocated to each column based upon the sector of the ultimate obligor (see Section II.C) and to each row based upon the country in which the ultimate obligor is located (see Section III).
FCEX,M864,UTLIMATE RISK BASIS: CROSS-BORDER CLAIMS: CORPORATE,Y,F,1. Cross-border Claims In Columns 1 through 5; report all claims that; on an ultimate-risk basis; are cross-border claimsù i.e.; claims for which the ultimate obligor; after required risk transfers; is a resident of a country other than the country of the office that holds the claim. The claims should be allocated to each column based upon the sector of the ultimate obligor (see Section II.C) and to each row based upon the country in which the ultimate obligor is located (see Section III).
FCEX,M865,UTLIMATE RISK BASIS: CROSS-BORDER CLAIMS: HOUSEHOLD,Y,F,1. Cross-border Claims In Columns 1 through 5; report all claims that; on an ultimate-risk basis; are cross-border claimsù i.e.; claims for which the ultimate obligor; after required risk transfers; is a resident of a country other than the country of the office that holds the claim. The claims should be allocated to each column based upon the sector of the ultimate obligor (see Section II.C) and to each row based upon the country in which the ultimate obligor is located (see Section III).
FCEX,M866,UTLIMATE RISK BASIS: CLAIMS ON LOCAL RESIDENTS: NBFIS,Y,F,2. Claims on Local Residents In Columns 6 through 10; report all claims that; on an ultimate-risk basis; are claims on local residentsùi.e.; claims for which the ultimate obligor; after required risk transfers; is a resident of the country in which the reporterÆs office is located. The claims should be allocated to each column based upon the sector of the ultimate obligor and to each row based upon the country in which the ultimate obligor is located.
FCEX,M867,UTLIMATE RISK BASIS: CLAIMS ON LOCAL RESIDENTS: CORPORATE,Y,F,2. Claims on Local Residents In Columns 6 through 10; report all claims that; on an ultimate-risk basis; are claims on local residentsùi.e.; claims for which the ultimate obligor; after required risk transfers; is a resident of the country in which the reporterÆs office is located. The claims should be allocated to each column based upon the sector of the ultimate obligor and to each row based upon the country in which the ultimate obligor is located.
FCEX,M868,UTLIMATE RISK BASIS: CLAIMS ON LOCAL RESIDENTS: HOUSEHOLDS,Y,F,2. Claims on Local Residents In Columns 6 through 10; report all claims that; on an ultimate-risk basis; are claims on local residentsùi.e.; claims for which the ultimate obligor; after required risk transfers; is a resident of the country in which the reporterÆs office is located. The claims should be allocated to each column based upon the sector of the ultimate obligor and to each row based upon the country in which the ultimate obligor is located.
FCEX,M869,CROSS-BORDER CLAIMS AND CLAIMS ON LOCAL RESIDENTS: SECURITIES (HTM AND AFS),Y,F,FFIEC009 (FCEX) - 1. Securities (HTM and AFS) (Column 12) Report in Column 12; by country of issuer; securities the reporter owns and reports in Columns 1 through 10 of Schedule C; Part II that are classified as held-to-maturity or available-for-sale. Held-tomaturity securities should be reported at amortized cost and available-for-sale securities should be reported at fair value. FFIEC009a (CEXA) - For each country; distribute the amounts reported in Columns 1 and 2 that represent securities th
FCEX,M870,COLLATERAL HELD AGAINST CLAIMS WITH NO RISK TRANSFER -TOTAL COLLATERAL,Y,F,FFIEC009 (FCEX) - In Column 13 through 16 of Schedule C; Part II report claims included in Columns 1 through 10 of Schedule C; Part II for which the obligor provided collateral that did not meet the definition of collateral for the risk-transfers of claims (See Section II.F). See Section V.C Examples for Schedule C; Parts I and II. In Column 13; report total claims; by country of the counterparty; included in Columns 1 through 10 of Schedule C; Part II for which the obligor provided collateral t
FCEX,M871,COLLATERAL HELD AGAINST CLAIMS WITH NO RISK TRANSFER -OF WHICH CASH,Y,F,FFIEC009 (FCEX) - In Column 13 through 16 of Schedule C; Part II report claims included in Columns 1 through 10 of Schedule C; Part II for which the obligor provided collateral that did not meet the definition of collateral for the risk-transfers of claims (See Section II.F). See Section V.C Examples for Schedule C; Parts I and II. In Column 14; report; by country of counterparty; claims (regardless of whether cross-border or on local residents; or currency denomination) where cash collateral wa
FCEX,M872,COLLATERAL HELD AGAINST CLAIMS WITH NO RISK TRANSFER -OF WHICH SAME COUNTRY,Y,F,FFIEC009 (FCEX) - In Column 13 through 16 of Schedule C; Part II report claims included in Columns 1 through 10 of Schedule C; Part II for which the obligor provided collateral that did not meet the definition of collateral for the risk-transfers of claims (See Section II.F). See Section V.C Examples for Schedule C; Parts I and II. In Column 15; report collateral held where the country of the ultimate obligor (i.e.; the issuer of the collateral or holder of the cash) is the same as the country o
FCEX,M873,COLLATERAL HELD AGAINST CLAIMS WITH NO RISK TRANSFER - OF WHICH RESALE AGREEMENTS AND SECURITIES LENDING (COUNTERPARTY),Y,F,FFIEC009 (FCEX) In Column 13 through 16 of Schedule C; Part II report claims included in Columns 1 through 10 of Schedule C; Part II for which the obligor provided collateral that did not meet the definition of collateral for the risk-transfers of claims (See Section II.F). See Section V.C Examples for Schedule C; Parts I and II. In Column 16; report by country of the counterparty; claims reported in Columns 1 through 10 of Schedule C; Part II that arise from resale agreements; securities lendin
FCEX,M874,CROSS-BORDER CLAIMS AND CLAIMS ON LOCAL RESIDENTS: TRADING ASSETS - OFFSETTING POSITIONS FOR TRADING BOOK,Y,F,FFIEC009 (FCEX) - Trading Assets (Columns 17 and 18) In Column 17; report the fair value of the reporterÆs trading account assets that are included in Columns 1 through 10 of Schedule C; Part II. Exclude from this column derivative claims; as these should be reported on Schedule D. CUSIP netting is permissible if the position was reported net on Schedule C; Part II Columns 1 through 10. In Column 18; report short positions in securities that have the same issuer (on a legal entity basis) and bro
FCEX,M875,CROSS-BORDER AND FOREIGN-OFFICE COMMITMENTS AND GUARANTEES: GUARANTEES (EXCLUDING CREDIT DERIVATIVES SOLD),Y,F,FFIEC009 (FCEX) - Guarantees (Excluding Credit Derivatives Sold) (Column 2) In Column 2; report; on an ultimate-risk basis; all legally binding guarantees and insurance contracts (see Sections II.F.1 and II.F.2) issued by the reporters U.S. or foreign offices; excluding credit derivatives sold. Do not include guarantees which provide protection only between consolidated units of the reporter. Include the full amount of outstanding and unused financial and performance standby letters of credit in
FCEX,M876,CREDIT DERIVATIVES (BY REFERENCE ENTITY): GROSS-GROSS: TOTAL CREDIT DERIVATIVES PURCHASED,Y,F,FFIEC009 (FCEX) Report in Columns 3 through 6; by country of the underlying reference entity; the notional value of all outstanding credit derivatives sold and of those credit derivatives purchased that are not reported as a risk transfer in Schedule C; Parts 1 and II (see Section II.H.1). Credit protection purchased to hedge/offset credit protection sold; or for speculative purposes; should be excluded as a risk transfer from Schedule C; Parts I and II; and reported in Columns 3 and 5 of Schedu
FCEX,M877,CREDIT DERIVATIVES (BY REFERENCE ENTITY): GROSS-GROSS: TOTAL CREDIT DERIVATIVES SOLD,Y,F,FFIEC009 (FCEX) - Report in Columns 3 through 6; by country of the underlying reference entity; the notional value of all outstanding credit derivatives sold and of those credit derivatives purchased that are not reported as a risk transfer in Schedule C; Parts 1 and II (see Section II.H.1). Credit protection purchased to hedge/offset credit protection sold; or for speculative purposes; should be excluded as a risk transfer from Schedule C; Parts I and II; and reported in Columns 3 and 5 of Sche
FCEX,M878,CREDIT DERIVATIVES (BY REFERENCE ENTITY): GROSS-NET: TOTAL CREDIT DERIVATIVES PURCHASED,Y,F,FFIEC009 (FCEX) - Gross-Net Total Credit Derivatives Purchased (Column 5 ) Report in Columns 5 and 6; as appropriate; the consolidated net position of credit derivative contracts included in Column 3 and 4. Netting may be done only when all the following apply: 1) there are offsetting purchased and sold positions on the same reference entity (on a legal entity basis); 2) the contracts are with the same counterparty; 3) the contracts are subject to a legally enforceable master netting agreement. 
FCEX,M879,CREDIT DERIVATIVES (BY REFERENCE ENTITY): GROSS-NET: TOTAL CREDIT DERIVATIVES SOLD,Y,F,FFIEC009 (FCEX) - Gross-Net Total Credit Derivatives Sold (Column 6 ) Report in Columns 5 and 6; as appropriate; the consolidated net position of credit derivative contracts included in Column 3 and 4. Netting may be done only when all the following apply: 1) there are offsetting purchased and sold positions on the same reference entity (on a legal entity basis); 2) the contracts are with the same counterparty; 3) the contracts are subject to a legally enforceable master netting agreement. Contr
FCEX,M880,FAIR VALUE OF FOREIGN EXCHANGE AND DERIVATIVE PRODUCTS: NBFIS,Y,F,Report the positive fair value of derivative contracts by sector (see Section II.D) in Columns 1 through 4; and the total in Column 5. For Schedule D; sectors consist of Banks; Public; NBFIs and Other. Other consists of the residual claims which cannot be classified in the other three categories. If the reporter chooses; it may report separately foreign-office claims on local residents in Columns 7 and foreign-office liabilities to local residents in Column 8; and report only cross-border claims
FCEX,M956,CROSS BORDER CLAIMS AND CLAIMS ON LOCAL RESIDENTS: TRADING ASSETS,Y,F,FFIEC009 (FCEX) TRADING ASSETS (Columns 17 and 18) In Column 17; report the fair value of the reporter's trading account assets that are included in Columns 1 through 10 of Schedule C; Part II. Exclude from this column derivative claims; as these should be reported on Schedule D. 'CUSIP netting' is permissible if the position was reported net on Schedule C; Part II Columns 1 through 10. FFIEC009a (CEXA) For each country; distribute the amounts reported in Columns 1 and 2 that are claims classifi
FCEX,PG76,Collateral Held Against Claims With No Risk Transfer - Of Which; U.S.,Y,F,As of 12/31/2022; in Column 16; report claims held where the country of the ultimate obligor (i.e.; the issuer of the collateral; or for cash collateral; the legal entity where the cash is held; which is the legal entity with the liability for the cash collateral) is the U.S. Also include in this column claims where U.S.-issued collateral was provided as part of a resale or securities lending agreement. If multiple securities are provided as collateral; only include in Column 16 the amount attri
FCEX,PG77,Collateral Held Against Claims With No Risk Transfer - Of Which; Resale and Reverse Repurchase Agreements and Securities Lending (Collateral),Y,F,As of 12/31/2022; in Column 18; report by country of collateral; securities reported in column 16 of Schedule C; Part II; that arise from resale agreements; securities lending transactions; or similar financing agreements. These claims should be reported on a guarantor basis based on the underlying collateral; not the counterparty (see Section II.F.5). The sum total of column 17 should equal the sum total of column 18.
