mnemonic,item_code,item_name,confidentiality,item_type,description
CEXA,4252,AMOUNT OF NET LOCAL COUNTRY CLAIMS (INCLUDING DERIVATIVE PRODUCTS),N,F,Includes the total amount of net local country claims on local residents from the FFIEC 009 report; Local Country Claims (Column 18 of Schedule 1 (item 8593) and Column 6 of Schedule 2 (item A339)) less Local Country Liabilities (Column 19 of Schedule 1 (item 8594) and Column 7 of Schedule 2 (item A340)); if the difference is positive (does not include if the difference is negative). NOTE: Reported in Part A for the FFIEC 009a report.
CEXA,4253,AMOUNT OF CROSS-BORDER CLAIMS OUTSTANDING FROM DERIVATIVE PRODUCTS AFTER MANDATED ADJUSTMENTS FOR TRANSFER OF EXPOSURE,N,F,Includes the total amount of cross-border claims from derivative products from the FFIEC 009 report; Column 4 (item A337); Schedule 2. NOTE: Reported in Part A for the FFIEC 009a report.
CEXA,4254,ADJUSTED CROSS-BORDER AND FOREIGN OFFICE LOCAL COUNTRY CLAIMS,N,F,Includes the total of Column 1 (item 5215) plus Column 2 (item 4252) plus Column 3 (item 4253). NOTE: Reported in Part A for the FFIEC 009a report.
CEXA,5215,AMOUNT OF CROSS-BORDER CLAIMS OUTSTANDING AFTER MANDATED ADJUSTMENTS FOR TRANSFER OF EXPOSURE (EXCLUDING DERIVATIVE PRODUCTS),N,F,For each country reported in the FFIEC 009(a) report; includes the sum of the following items from Schedule 1 of the FFIEC 009 report: column 4 (item 8580) less columns 8; 9; 10 (items 8586; 8587; and 8588); plus columns 11; 12; 13 (items 8590; 8591; and 8592). NOTE: Reported in Part A for the FFIEC 009a report. COMPARABILITY: Prior to 3/31/97; includes the sum of the following items from the FFIEC 009 report: column 4 less column 10; column 11; column 12; (plus column 14; column 15; column 16; 
CEXA,5216,AMOUNT OF NET LOCAL CURRENCY CLAIMS INCLUDED IN ITEM 5215,N,F,Includes the total amount of net local currency claims on local residents included in 'Claims Outstanding After Mandated Adjustments For Transfer Of Exposure (5215)' (i.e.; column 17 minus column 18 of the FFIEC 009 report; only if positive). NOTE: Reported in Part A for the FFIEC 009a report.
CEXA,5217,TOTAL OF CLAIMS OUTSTANDING AFTER MANDATED ADJUSTMENTS FOR TRANSFER OF EXPOSURE (5215) MINUS AMOUNT OF NET LOCAL CURRENCY CLAIMS INCLUDED IN ITEM 5215 (5216),N,F,Includes the total of 'Claims Outstanding After Mandated Adjustments For Transfer Of Exposure (5215)' minus 'Amount Of Net Local Currency Claims Included In Item 5215 (5216)'. NOTE: Reported in Part A for the FFIEC 009a report.
CEXA,5218,DISTRIBUTION OF AMOUNT IN ITEM 5215 BY BANKS,N,F,Includes the distributed amount in item 5215 by banks. The term 'bank' covers the following institutions in foreign countries: commercial banks; savings banks; discount houses; and other similar institutions accepting short term deposits. It includes banking institutions owned by foreign governments unless such institutions function as central banks or banks of issue. (The latter are shown as 'public' borrowers.) Also includes the foreign branches of other U.S. commercial banks. The definition o
CEXA,5219,DISTRIBUTION OF AMOUNT IN ITEM 5215 BY PUBLIC SECTOR ENTITIES,N,F,Includes the distributed amount in item 5215 by public sector entities. The term 'public' covers the following foreign institutions: central governments and departments of central governments of foreign countries and their possessions; foreign central banks; stabilization funds; exchange authorities; and government-owned banks that perform the functions of a central bank or a bank of issue; corporations and other agencies of central governments; including development banks; development instituti
CEXA,5220,DISTRIBUTION OF AMOUNT IN ITEM 5215 BY OTHERS,N,F,Includes the distributed amount in item 5215 by others. 'All other borrowers' covers claims on persons; businesses; and institutions other than 'banks' and 'public borrowers' defined in items 5218 and 5219. NOTE: Reported in Part A for the FFIEC 009a report. COMPARABILITY: Prior to 3/31/97; included the distributed amount in item 5217.
CEXA,5221,DISTRIBUTION OF AMOUNT IN ITEM 5215 WITH TIME REMAINING TO MATURITY OF ONE YEAR AND UNDER,N,F,Includes the distributed amount in item 5215 with a time remaining to maturity of one year and under. NOTE: Reported in Part A for the FFIEC 009a report. COMPARABILITY: Prior to 3/31/97; included the distributed amount in item 5217.
CEXA,5222,DISTRIBUTION OF AMOUNT IN ITEM 5215 WITH TIME REMAINING TO MATURITY OF OVER ONE YEAR,N,F,Includes the distributed amount in item 5215 with a time remaining to maturity of over one year. NOTE: Reported in Part A for the FFIEC 009a report. COMPARABILITY: Prior to 3/31/97; included the distributed amount in item 5217.
CEXA,5223,TOTAL AMOUNT OF EXPOSURE TO ALL OF THE COUNTRIES LISTED IN PART B,N,F,Includes the total amount of exposure to all of the countries listed in Part B. Provided is the name of each country not listed in Part A where the institution has exposure; as defined in item 4254 of Part A; that exceeds 0.75 percent but does not exceed 1 percent of the reporting institution's assets or is between 15 percent and 20 percent of its total capital; whichever is less. NOTE: Reported in Part B for the FFIEC 009a report.
CEXA,5224,OPTIONAL MANAGEMENT STATEMENT CONCERNING THE COUNTRY RISK INFORMATION REPORTED ON FFIEC 009A,N,F,The management of the reporting institution may; if it wishes; submit a brief statement concerning the data submitted on this report. This statement may be used by management to explain any differences between the information contained in this report and information filed with the Securities and Exchange Commission pursuant to U.S. securities laws; or to provide any other information concerning the data that management believes would further public understanding of the reporting institution's co
CEXA,8798,FDR TIME STAMP,N,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 The date and time the data were last updated. This item is derived in Proc FDR and is not stored on the FDR tables. Format: CCYYMMDD.HHMMSS NOTE: Before the FDR system this number was on the Archival File under the mnemonic ARCH.
CEXA,8799,ARCHIVAL DATE STAMP,N,F,The date (ccyymmdd) the data were last updated on the Archival. NOTE: This number is on the Archival File under the Mnemonic ARCH.
CEXA,8901,NAME OF PERSON QUESTIONS ARE DIRECTED,Y,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 Transmitted as TEXT. NOTE: For series TEXT; reported as confidential for the reporting period 3/31/88 thru 12/31/00. ESOP8901 will be collected at the Reserve Bank. ESOP8901 will not be added to the Board FDR ESOP database tables.
CEXA,8902,AREA CODE/PHONE NUMBER OF PERSON WHOM QUESTIONS ABOUT THIS REPORT SHOULD BE DIRECTED,Y,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 Transmitted as TEXT. NOTE: For series TEXT; reported as confidential for the reporting period 3/31/88 thru 12/31/00. ESOP8902 will be collected at the Reserve Bank. ESOP8902 will not be added to the Board FDR ESOP database tables.
CEXA,9017,LEGAL NAME,Y,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 The legal name as found on the charter or formation document of the entity. Names that have articles such as 'The' or 'A' as the first word should be stored with the article at the end of the name proceeded by a comma. For branches; only the branch portion of the name is s
CEXA,9130,CITY/TOWN TEXT NAME,Y,F,The name of the city or town in which the entity is physically located. 0 = Not applicable (individuals and pseudo entities) NOTE: For 'SURV' and 'SURH'; reported in the DB2 table from a SAS file. For 'SECF'; received from SEC on data file. For QFCS collected from survey. CCAM - The city in which the property is located. Contributors should be careful to provide the property city (not the mailing state of the borrower) CCAX - Normalized using commercial address standardization software CLCO - Th
CEXA,9191,PROCESSING DISTRICT,N,S,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 The processing district indicates the Reserve Bank district that processed the data. The values are defined as follows: 01 Boston 02 New York 03 Philadelphia 04 Cleveland 05 Richmond 06 Atlanta 07 Chicago 08 St. Louis 09 Minneapolis 10 Kansas City 11 Dallas 12 San Francisc
CEXA,9200,ABBREVIATED STATE NAME,Y,F,Two character state abbreviation as assigned to a state or territory. Source: FIPS 5-2. AK Alaska AL Alabama AR Arkansas AS American Samoa AZ Arizona CA California CO Colorado CT Connecticut DC Dist of Columbia DE Delaware FL Florida FM Federated States of Micronesia GA Georgia GU Guam HI Hawaii IA Iowa ID Idaho IL Illinois IN Indiana KS Kansas KY Kentucky LA Louisiana MA Massachusetts MD Maryland ME Maine MH Marshall Islands MI Michigan MN Minnesota MO Missouri MP Northern Mariana Islands MS Mi
CEXA,9201,NAME OF 1ST COUNTRY WHERE EXPOSURE MEETS THE REPORTING CRITERIA STATED FOR PART B,N,S,Name of the 1st country where exposure meets the reporting crieria stated for part B.
CEXA,9202,NAME OF 2ND COUNTRY WHERE EXPOSURE MEETS THE REPORTING CRITERIA STATED FOR PART B,N,S,Name of 2nd country where exposure meets the reporting criteria stated for part B.
CEXA,9203,COUNTRY GROUP CODE,N,S,The country code that identifies a country grouping. It must be a pre-existing country code (CNTRY_CD RSSD9204). NOTE: Reported for the FFIEC 002s (CRCB) report.
CEXA,9204,COUNTRY GROUP NAME,N,S,The name of the country that corresponds to 'Country Group Code' item no. 9203.
CEXA,9205,NAME OF 5TH COUNTRY WHERE EXPOSURE MEETS THE REPORTING CRITERIA STATED FOR PART B,N,S,Name of 5th country where exposure meets the reporting criteria stated for part B.
CEXA,9206,NAME OF 6TH COUNTRY WHERE EXPOSURE MEETS THE REPORTING CRITERIA STATED FOR PART B,N,S,Name of 6th country where exposure meets the reporting criteria stated for part B.
CEXA,9207,PHYSICAL NATION CODE,N,S,A five-digit number assigned to countries by geographic location. The coding system was developed for the Federal Reserve Banks and the Treasury in processing the Treasury International Capital Forms. The first four digits of the country code represents the actual code. The fifth number is a check digit calculated by the 'Modules 11 Method'. Note: The check digit is used only for processing. The codes and names are listed below. Zero filled indicates not applicable (individuals and pseudo entiti
CEXA,9208,FOREIGN COUNTRY CODE - IMMEDIATE FOREIGN HOLDER,N,S,This code indicates the country of the immediate foreign holder. If this is an individual; it is the country of citizenship. If the owner is a bank or bank holding company; it is the company country of charter. See item 'Foreign Country Code/Name - Physical Location (9207)' for code used. The Bank/Branch Structure File stores the actual code (first four digits) only. The check digit is used only for processing. NOTE: The following codes are being used in addition to those shown in item 9207. 010
CEXA,9209,FOREIGN CALL COUNTRY CODE,N,S,The country code of the Foreign Call Family ID (RSSD9360). Refer to Appendix B for a listing of these codes in the RSSD Data Dictionary Document. Source: Geographical Classification; the Department of the Treasury.
CEXA,9210,PHYSICAL STATE CODE,N,S,A two-digit code assigned to a state of the United States or a U. S. territory in which the entity is physically located or its mailing address. The mailing state is the same as the physical state. (Source: FIPS Pub 5.) 0 = Not applicable (individuals; non U.S. domiciled entities; and pseudo entities) 01 Alabama 02 Alaska 04 Arizona 05 Arkansas 06 California 08 Colorado 09 Connecticut 10 Delaware 11 Dist Of Columbia 12 Florida 13 Georgia 15 Hawaii 16 Idaho 17 Illinois 18 Indiana 19 Iowa 20 Kansa
CEXA,9211,NAME OF 11TH COUNTRY WHERE EXPOSURE MEETS THE REPORTING CRITERIA STATED FOR PART B,N,S,Name of 11th country where exposure meets the reporting criteria stated for part B.
CEXA,9212,LOCAL ID,N,S,An identifier that is assigned to an entity at the discretion of the district bank through the designated authorities. Zero filled indicates not applicable.
CEXA,9213,HOME STATE,N,S,The two-digit numeric state code (9210) identifying the home state of a Foreign Banking Organization that has a deposit-taking presence in the U.S. through a full service branch and/or a subsidiary bank. Home state of such foreign bank is the state in which it can accept domestic deposits. In the absence of grandfather rights; it may not accept domestic deposits in other states. Further; such foreign bank is subject to the home state limitations imposed by Sections 5 (a) and (b) of the IBA (whic
CEXA,9214,NAME OF 14TH COUNTRY WHERE EXPOSURE MEETS THE REPORTING CRITERIA STATED FOR PART B,N,S,name of 14th country where exposure meets the reporting criteria stated for part B.
CEXA,9215,NAME OF 15TH COUNTRY WHERE EXPOSURE MEETS THE REPORTING CRITERIA STATED FOR PART B,N,S,Name of 15th country where exposure meets the reporting criteria stated for part B.
CEXA,9224,LEGAL ENTITY IDENTIFIER,N,F,The Legal Entity Identifier (LEI) is a 20-digit alpha-numeric reference code to uniquely identify a legally distinct entity that engages in a financial transaction. The purpose for the LEI is to have a unified global identification system for legal entities across markets and jurisdictions. The LEI will be a linchpin for financial data-the first global and unique entity identifier enabling risk managers and regulators to identify parties to financial transactions instantly and precisely.
CEXA,C496,TITLE OF PERSON TO WHOM QUESTIONS ARE DIRECTED,Y,F,Effective 10/24/2011; the FR 2572 information collection was transferred to the Consumer Financial Protection Bureau (CFPB); removing it from the Board's OMB inventory and adding it to the CFPB's under control number 3170-0001 Includes the title of other person to whom questions are directed. NOTE: Transmitted as Text. Reported on Contact Information for the FFIEC 031 and 041 reports. Reported as confidential on the Call Report.
CEXA,C936,ULTIMATE-RISK BASIS: CROSS-BORDER AND FOREIGN-OFFICE COMMITMENTS AND GUARANTEES - UNUSED COMMITMENTS,N,F,Report on an 'ultimate risk' bais (i.e.; after risk transfers due to head ofices of bank branches or credit protection provided by third parties); the unused portions of all outstanding cross-border and local office commitments to provide credit. Include the unused portion of all outstanding letters of credit and amounts outstanding of purchases of risk participations. Commitments are legally binding agreements for which the reporter has charged a commitment fee or other consideration. Exclude '
CEXA,M869,CROSS-BORDER CLAIMS AND CLAIMS ON LOCAL RESIDENTS: SECURITIES (HTM AND AFS),N,F,FFIEC009 (FCEX) - 1. Securities (HTM and AFS) (Column 12) Report in Column 12; by country of issuer; securities the reporter owns and reports in Columns 1 through 10 of Schedule C; Part II that are classified as held-to-maturity or available-for-sale. Held-tomaturity securities should be reported at amortized cost and available-for-sale securities should be reported at fair value. FFIEC009a (CEXA) - For each country; distribute the amounts reported in Columns 1 and 2 that represent securities th
CEXA,M870,COLLATERAL HELD AGAINST CLAIMS WITH NO RISK TRANSFER -TOTAL COLLATERAL,N,F,FFIEC009 (FCEX) - In Column 13 through 16 of Schedule C; Part II report claims included in Columns 1 through 10 of Schedule C; Part II for which the obligor provided collateral that did not meet the definition of collateral for the risk-transfers of claims (See Section II.F). See Section V.C Examples for Schedule C; Parts I and II. In Column 13; report total claims; by country of the counterparty; included in Columns 1 through 10 of Schedule C; Part II for which the obligor provided collateral t
CEXA,M871,COLLATERAL HELD AGAINST CLAIMS WITH NO RISK TRANSFER -OF WHICH CASH,N,F,FFIEC009 (FCEX) - In Column 13 through 16 of Schedule C; Part II report claims included in Columns 1 through 10 of Schedule C; Part II for which the obligor provided collateral that did not meet the definition of collateral for the risk-transfers of claims (See Section II.F). See Section V.C Examples for Schedule C; Parts I and II. In Column 14; report; by country of counterparty; claims (regardless of whether cross-border or on local residents; or currency denomination) where cash collateral wa
CEXA,M872,COLLATERAL HELD AGAINST CLAIMS WITH NO RISK TRANSFER -OF WHICH SAME COUNTRY,N,F,FFIEC009 (FCEX) - In Column 13 through 16 of Schedule C; Part II report claims included in Columns 1 through 10 of Schedule C; Part II for which the obligor provided collateral that did not meet the definition of collateral for the risk-transfers of claims (See Section II.F). See Section V.C Examples for Schedule C; Parts I and II. In Column 15; report collateral held where the country of the ultimate obligor (i.e.; the issuer of the collateral or holder of the cash) is the same as the country o
CEXA,M873,COLLATERAL HELD AGAINST CLAIMS WITH NO RISK TRANSFER - OF WHICH RESALE AGREEMENTS AND SECURITIES LENDING (COUNTERPARTY),N,F,FFIEC009 (FCEX) In Column 13 through 16 of Schedule C; Part II report claims included in Columns 1 through 10 of Schedule C; Part II for which the obligor provided collateral that did not meet the definition of collateral for the risk-transfers of claims (See Section II.F). See Section V.C Examples for Schedule C; Parts I and II. In Column 16; report by country of the counterparty; claims reported in Columns 1 through 10 of Schedule C; Part II that arise from resale agreements; securities lendin
CEXA,M874,CROSS-BORDER CLAIMS AND CLAIMS ON LOCAL RESIDENTS: TRADING ASSETS - OFFSETTING POSITIONS FOR TRADING BOOK,N,F,FFIEC009 (FCEX) - Trading Assets (Columns 17 and 18) In Column 17; report the fair value of the reporterÆs trading account assets that are included in Columns 1 through 10 of Schedule C; Part II. Exclude from this column derivative claims; as these should be reported on Schedule D. CUSIP netting is permissible if the position was reported net on Schedule C; Part II Columns 1 through 10. In Column 18; report short positions in securities that have the same issuer (on a legal entity basis) and bro
CEXA,M875,CROSS-BORDER AND FOREIGN-OFFICE COMMITMENTS AND GUARANTEES: GUARANTEES (EXCLUDING CREDIT DERIVATIVES SOLD),N,F,FFIEC009 (FCEX) - Guarantees (Excluding Credit Derivatives Sold) (Column 2) In Column 2; report; on an ultimate-risk basis; all legally binding guarantees and insurance contracts (see Sections II.F.1 and II.F.2) issued by the reporters U.S. or foreign offices; excluding credit derivatives sold. Do not include guarantees which provide protection only between consolidated units of the reporter. Include the full amount of outstanding and unused financial and performance standby letters of credit in
CEXA,M876,CREDIT DERIVATIVES (BY REFERENCE ENTITY): GROSS-GROSS: TOTAL CREDIT DERIVATIVES PURCHASED,N,F,FFIEC009 (FCEX) Report in Columns 3 through 6; by country of the underlying reference entity; the notional value of all outstanding credit derivatives sold and of those credit derivatives purchased that are not reported as a risk transfer in Schedule C; Parts 1 and II (see Section II.H.1). Credit protection purchased to hedge/offset credit protection sold; or for speculative purposes; should be excluded as a risk transfer from Schedule C; Parts I and II; and reported in Columns 3 and 5 of Schedu
CEXA,M877,CREDIT DERIVATIVES (BY REFERENCE ENTITY): GROSS-GROSS: TOTAL CREDIT DERIVATIVES SOLD,N,F,FFIEC009 (FCEX) - Report in Columns 3 through 6; by country of the underlying reference entity; the notional value of all outstanding credit derivatives sold and of those credit derivatives purchased that are not reported as a risk transfer in Schedule C; Parts 1 and II (see Section II.H.1). Credit protection purchased to hedge/offset credit protection sold; or for speculative purposes; should be excluded as a risk transfer from Schedule C; Parts I and II; and reported in Columns 3 and 5 of Sche
CEXA,M878,CREDIT DERIVATIVES (BY REFERENCE ENTITY): GROSS-NET: TOTAL CREDIT DERIVATIVES PURCHASED,N,F,FFIEC009 (FCEX) - Gross-Net Total Credit Derivatives Purchased (Column 5 ) Report in Columns 5 and 6; as appropriate; the consolidated net position of credit derivative contracts included in Column 3 and 4. Netting may be done only when all the following apply: 1) there are offsetting purchased and sold positions on the same reference entity (on a legal entity basis); 2) the contracts are with the same counterparty; 3) the contracts are subject to a legally enforceable master netting agreement. 
CEXA,M879,CREDIT DERIVATIVES (BY REFERENCE ENTITY): GROSS-NET: TOTAL CREDIT DERIVATIVES SOLD,N,F,FFIEC009 (FCEX) - Gross-Net Total Credit Derivatives Sold (Column 6 ) Report in Columns 5 and 6; as appropriate; the consolidated net position of credit derivative contracts included in Column 3 and 4. Netting may be done only when all the following apply: 1) there are offsetting purchased and sold positions on the same reference entity (on a legal entity basis); 2) the contracts are with the same counterparty; 3) the contracts are subject to a legally enforceable master netting agreement. Contr
CEXA,M881,AMOUNT OF FOREIGN-OFFICE CLAIMS ON LOCAL RESIDENTS (EXCLUDING DERIVATIVE PRODUCTS),N,F,For each country line reportable on the FFIEC 009a report; report in Column 2 the sum of Columns 6 through 10 from Schedule C (Part II) of the FFIEC 009 report.
CEXA,M882,AMOUNT OF TOTAL CLAIMS OUTSTANDING FROM DERIVATIVE PRODUCTS AFTER MANDATED ADJUSTMENTS FOR TRANSFER OF EXPOSURE,N,F,List the total amount of cross-border claims and foreign-office claims on local residents from derivative products: From the FFIEC 009 report; the sum of Columns 5 and 7 of Schedule D.
CEXA,M883,GROSS FOREIGN-OFFICE LIABILITIES,N,F,List the total amount of gross foreign-office liabilities as reported on the FFIEC 009 report; Columns 1 and 2 of Schedule L. Note that Columns 1 and 2 of Schedule L include foreign-office liabilities to both local and non-local residents.
CEXA,M884,DISTRIBUTION OF AMOUNTS IN COLUMNS 1; CROSS-BORDER CLAIMS OUTSTANDING AFTER MANDATED ADJUSTMENTS FOR TRANSFER EXPOSURE AND 2; FOREIGN OFFICE CLAIMS ON LOCAL RESIDENTS (EXCLUDING DERIVATIVES)(EXCEPT COLUMN 13): BY TYPE OF BORROWER: BANKS,N,F,Report the amounts included in Columns 1 and 2 of this report where the counterparties are banks; as defined in Section II.D.1 of the FFIEC 009 instructions. These amounts are included on FFIEC 009 report on Schedule C (Part II); Columns 1 and 6; and Schedule D; Column 1.
CEXA,M885,DISTRIBUTION OF AMOUNTS IN COLUMNS 1; CROSS-BORDER CLAIMS OUTSTANDING AFTER MANDATED ADJUSTMENTS FOR TRANSFER EXPOSURE AND 2; FOREIGN OFFICE CLAIMS ON LOCAL RESIDENTS (EXCLUDING DERIVATIVES)(EXCEPT COLUMN 13): BY TYPE OF BORROWER: PUBLIC,N,F,Report the amounts included in Columns 1 and 2 of this report where the counterparties are public organizations; as defined in Section II.D.2 of the FFIEC 009 instructions. These amounts are included on FFIEC 009 report on Schedule C (Part II); Columns 2 and 7; and Schedule D; Column 2.
CEXA,M886,DISTRIBUTION OF AMOUNTS IN COLUMNS 1; CROSS-BORDER CLAIMS OUTSTANDING AFTER MANDATED ADJUSTMENTS FOR TRANSFER EXPOSURE AND 2; FOREIGN OFFICE CLAIMS ON LOCAL RESIDENTS (EXCLUDING DERIVATIVES)(EXCEPT COLUMN 13): BY TYPE OF BORROWER: NBFIS,N,F,Report the amounts included in Columns 1 and 2 of this report where the counterparties are NBFIs; as defined in Section II.D.3 of the FFIEC 009 instructions. These amounts are included on FFIEC 009 report on Schedule C (Part II); Columns 3 and 8; and Schedule D; Column 3.
CEXA,M887,DISTRIBUTION OF AMOUNTS IN COLUMNS 1; CROSS-BORDER CLAIMS OUTSTANDING AFTER MANDATED ADJUSTMENTS FOR TRANSFER EXPOSURE AND 2; FOREIGN OFFICE CLAIMS ON LOCAL RESIDENTS (EXCLUDING DERIVATIVES) (EXCEPT COLUMN 13): BY TYPE OF BORROWER: OTHER,N,F,Report the amounts included in Columns 1 and 2 of this report where the counterparties cannot be classified as Banks; Public or NBFIs (see Section II.D.6 of the FFIEC 009 instructions). These amounts are included on the FFIEC 009 report on Schedule C (Part II); Columns 4; 5; 9 and 10; and Schedule D; Column 4.
CEXA,M888,DISTRIBUTION OF AMOUNTS IN COLUMNS 1; CROSS-BORDER CLAIMS OUTSTANDING AFTER MANDATED ADJUSTMENTS FOR TRANSFER EXPOSURE AND 2; FOREIGN OFFICE CLAIMS ON LOCAL RESIDENTS (EXCLUDING DERIVATIVES)(EXCEPT COLUMN 13): BY MATURITY: ONE YEAR AND UNDER,N,F,For each country; distribute the amounts reported in Columns 1 and 2 according to time remaining to maturity as defined in Section IV.A of the FFIEC 009 instructions: One Year and Under (Column 10) and Over One Year (Column 11). In completing Columns 10 and 11; estimates may be used.
CEXA,M889,DISTRIBUTION OF AMOUNTS IN COLUMNS 1; CROSS-BORDER CLAIMS OUTSTANDING AFTER MANDATED ADJUSTMENTS FOR TRANSFER EXPOSURE AND 2; FOREIGN OFFICE CLAIMS ON LOCAL RESIDENTS (EXCLUDING DERIVATIVES) (EXCEPT COLUMN 13): BY MATURITY: OVER ONE YEAR,N,F,For each country; distribute the amounts reported in Columns 1 and 2 according to time remaining to maturity as defined in Section IV.A of the FFIEC 009 instructions: One Year and Under (Column 10) and Over One Year (Column 11). In completing Columns 10 and 11; estimates may be used.
CEXA,M956,CROSS BORDER CLAIMS AND CLAIMS ON LOCAL RESIDENTS: TRADING ASSETS,N,F,FFIEC009 (FCEX) TRADING ASSETS (Columns 17 and 18) In Column 17; report the fair value of the reporter's trading account assets that are included in Columns 1 through 10 of Schedule C; Part II. Exclude from this column derivative claims; as these should be reported on Schedule D. 'CUSIP netting' is permissible if the position was reported net on Schedule C; Part II Columns 1 through 10. FFIEC009a (CEXA) For each country; distribute the amounts reported in Columns 1 and 2 that are claims classifi
CEXA,PG78,Immediate-Counterparty Basis: Amount of Cross-Border Claims Outstanding (Excluding Derivative Products),N,F,As of 12/31/2022: For each country line reportable on the FFIEC 009a report; report in Column 1 the sum of Columns 1 through 5 from Schedule C; Part I; of the FFIEC 009 report.
CEXA,PG79,Immediate-Counterparty Basis: Amount of Foreign Office Claims on Local Residents (Excluding Derivative Products),N,F,As of 12/31/2022: For each country line reportable on the FFIEC 009a report; report in Column 2 the sum of Columns 6 through 10 from Schedule C; Part I; of the FFIEC 009 report.
